代码,代码,名称,类型,成立日期,基金经理,公司名称,基金简称,基金类型,发行时间,估值日期,估值涨幅,累计净值,单位净值,申购净值,申购报价,净值日期,申购状态,赎回状态,费率,申购步长
021489,021489,中航趋势领航混合发起A,未知,未知,未知,未知,中航趋势领航混合发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010349,010349,诺安低碳经济股票C,未知,未知,未知,未知,诺安低碳经济股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001467,001467,华富永鑫灵活配置混合C,未知,未知,未知,未知,华富永鑫灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021475,021475,华安上证科创板新一代信息技术ETF发起式联接C,未知,未知,未知,未知,华安上证科创板新一代信息技术ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021490,021490,中航趋势领航混合发起C,未知,未知,未知,未知,中航趋势领航混合发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008186,008186,淳厚信睿混合A,未知,未知,未知,未知,淳厚信睿混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
010356,010356,诺安创业板指数增强(LOF)C,未知,未知,未知,未知,诺安创业板指数增强,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013296,013296,民生加银聚优精选混合A,未知,未知,未知,未知,民生加银聚优精选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017366,017366,泰康新锐成长混合C,未知,未知,未知,未知,泰康新锐成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021500,021500,景顺长城优质成长股票C,未知,未知,未知,未知,景顺长城优质成长股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008187,008187,淳厚信睿混合C,未知,未知,未知,未知,淳厚信睿混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013323,013323,国寿安保盛泽三年持有混合A,未知,未知,未知,未知,国寿安保盛泽三年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017461,017461,长城久鑫混合C,未知,未知,未知,未知,长城久鑫混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001471,001471,融通新能源灵活配置混合A,未知,未知,未知,未知,融通新能源灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017462,017462,长城久祥混合C,未知,未知,未知,未知,长城久祥混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010426,010426,国投瑞银开放视角精选混合C,未知,未知,未知,未知,国投瑞银开放视角精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021510,021510,宏利半导体产业混合发起A,未知,未知,未知,未知,宏利半导体产业混合发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001480,001480,财通成长优选混合A,未知,未知,未知,未知,财通成长优选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008281,008281,国泰CES半导体芯片行业ETF联接A,未知,未知,未知,未知,国泰CES半导体芯片行业ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
010428,010428,兴银策略智选混合C,未知,未知,未知,未知,兴银策略智选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013339,013339,创金合信芯片产业股票发起A,未知,未知,未知,未知,创金合信芯片产业股票发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021511,021511,宏利半导体产业混合发起C,未知,未知,未知,未知,宏利半导体产业混合发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008282,008282,国泰CES半导体芯片行业ETF联接C,未知,未知,未知,未知,国泰CES半导体芯片行业ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017469,017469,嘉实上证科创板芯片ETF发起联接A,未知,未知,未知,未知,嘉实上证科创板芯片ETF发起联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
013340,013340,创金合信芯片产业股票发起C,未知,未知,未知,未知,创金合信芯片产业股票发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001496,001496,工银聚焦30股票,未知,未知,未知,未知,工银聚焦30股票,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010448,010448,中邮未来成长混合C,未知,未知,未知,未知,中邮未来成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017470,017470,嘉实上证科创板芯片ETF发起联接C,未知,未知,未知,未知,嘉实上证科创板芯片ETF发起联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008284,008284,易方达全球医药行业混合发起式(QDII)A(人民币),未知,未知,未知,未知,易方达全球医药行业混合发起式,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001513,001513,易方达信息产业混合A,未知,未知,未知,未知,易方达信息产业混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013363,013363,大成中国优势混合(QDII)A,未知,未知,未知,未知,大成中国优势混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010453,010453,广发瑞福精选混合C,未知,未知,未知,未知,广发瑞福精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021523,021523,财通价值动量混合C,未知,未知,未知,未知,财通价值动量混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017471,017471,国泰中证机床ETF发起联接A,未知,未知,未知,未知,国泰中证机床ETF发起联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
013364,013364,大成中国优势混合(QDII)C,未知,未知,未知,未知,大成中国优势混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008326,008326,东财通信A,未知,未知,未知,未知,东财通信A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
021528,021528,财通成长优选混合C,未知,未知,未知,未知,财通成长优选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010505,010505,申万菱信创业板量化精选股票C,未知,未知,未知,未知,申万菱信创业板量化精选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001534,001534,华宝万物互联混合A,未知,未知,未知,未知,华宝万物互联混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001581,001581,华安沪港深通精选灵活配置混合A,未知,未知,未知,未知,华安沪港深通精选灵活配置混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
008327,008327,东财通信C,未知,未知,未知,未知,东财通信C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017472,017472,国泰中证机床ETF发起联接C,未知,未知,未知,未知,国泰中证机床ETF发起联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013365,013365,汇添富产业升级混合A,未知,未知,未知,未知,汇添富产业升级混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021534,021534,华夏有色金属ETF联接D,未知,未知,未知,未知,华夏有色金属ETF联接D,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010681,010681,华夏新兴成长股票C,未知,未知,未知,未知,华夏新兴成长股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013366,013366,汇添富产业升级混合C,未知,未知,未知,未知,汇添富产业升级混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001613,001613,长城久祥混合A,未知,未知,未知,未知,长城久祥混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017483,017483,财通资管数字经济混合发起式A,未知,未知,未知,未知,财通资管数字经济混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
010786,010786,博时创业板指数C,未知,未知,未知,未知,博时创业板指数C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021580,021580,华夏人工智能ETF联接D,未知,未知,未知,未知,华夏人工智能ETF联接D,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008370,008370,国泰研究精选两年持有混合,未知,未知,未知,未知,国泰研究精选两年持有混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
001617,001617,天弘中证电子ETF联接A,未知,未知,未知,未知,天弘中证电子ETF联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
008382,008382,融通产业趋势股票,未知,未知,未知,未知,融通产业趋势股票,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013369,013369,汇添富自主核心科技一年持有混合A,未知,未知,未知,未知,汇添富自主核心科技一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021593,021593,上银数字经济混合发起式A,未知,未知,未知,未知,上银数字经济混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017484,017484,财通资管数字经济混合发起式C,未知,未知,未知,未知,财通资管数字经济混合发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010791,010791,海富通均衡甄选混合C,未知,未知,未知,未知,海富通均衡甄选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001618,001618,天弘中证电子ETF联接C,未知,未知,未知,未知,天弘中证电子ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008507,008507,交银内核驱动混合,未知,未知,未知,未知,交银内核驱动混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017485,017485,长盛高端装备混合C,未知,未知,未知,未知,长盛高端装备混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
010812,010812,中银战略新兴产业股票C,未知,未知,未知,未知,中银战略新兴产业股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013370,013370,汇添富自主核心科技一年持有混合C,未知,未知,未知,未知,汇添富自主核心科技一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
021594,021594,上银数字经济混合发起式C,未知,未知,未知,未知,上银数字经济混合发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001664,001664,平安鑫安混合A,未知,未知,未知,未知,平安鑫安混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
008528,008528,华泰柏瑞质量成长A,未知,未知,未知,未知,华泰柏瑞质量成长A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013383,013383,恒生前海高端制造混合A,未知,未知,未知,未知,恒生前海高端制造混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
017488,017488,嘉实信息产业股票发起式A,未知,未知,未知,未知,嘉实信息产业股票发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
021607,021607,南方上证科创板芯片ETF发起联接A,未知,未知,未知,未知,南方上证科创板芯片ETF发起联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
010827,010827,大成产业趋势混合C,未知,未知,未知,未知,大成产业趋势混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
001665,001665,平安鑫安混合C,未知,未知,未知,未知,平安鑫安混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
017489,017489,嘉实信息产业股票发起式C,未知,未知,未知,未知,嘉实信息产业股票发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
008531,008531,惠升惠民混合A,未知,未知,未知,未知,惠升惠民混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
